backbone,auroc,auroc,auprc,auprc,logistic_ece15,logistic_ece15,isotonic_ece15,isotonic_ece15,isotonic_brier,isotonic_brier
,mean,std,mean,std,mean,std,mean,std,mean,std
dinov2_vits14,0.7325666666666666,0.01355519580579095,0.7770018482424311,0.008977166978914063,0.339956080477178,1.1361507437851985e-07,0.32991372009118397,0.0022760941645051627,0.3362610886797617,0.0011100785468174338
resnet50,0.7757,0.015315678241592811,0.7870081121054769,0.021244090229539412,0.3299250463782912,0.009997732991859454,0.3310864915450414,0.008290397605929185,0.33443930080856504,0.00691513672573347
